[0m[ INFO] [1482515545.747864963]: Setting image node to image_obj[0m
[0m[ INFO] [1482515545.748571619]: Setting points node to /points_image[0m
image, 1.48252e+12
points, 15.6217
image, 52.2158
image, 118.655
points, 20.1404
image, 82.7541
points, 16.4421
image, 50.7472
image, 121.425
points, 14.6255
image, 76.8378
points, 17.3471
image, 56.0532
image, 117.399
points, 16.7379
image, 82.2453
points, 17.8587
image, 49.6881
image, 116.345
points, 15.9841
image, 81.5878
image, 152.443
points, 52.3913
image, 116.752
points, 14.1506
image, 78.8879
points, 18.5349
image, 47.7414
image, 115.384
points, 15.3267
image, 81.8954
points, 19.2957
image, 46.9859
image, 114.265
points, 14.6408
image, 80.2543
points, 18.9359
image, 47.1172
image, 114.849
points, 14.0822
image, 80.0016
points, 19.3312
image, 48.4591
image, 119.451
points, 19.258
image, 80.9336
points, 19.0532
image, 48.6963
image, 115.413
points, 15.0552
image, 81.0328
points, 18.6129
image, 52.9637
image, 118.987
points, 18.9087
image, 81.1334
points, 18.837
image, 53.1685
image, 115.679
points, 14.6143
image, 80.1327
points, 18.8105
image, 49.9554
image, 118.463
points, 12.5344
image, 76.1251
points, 18.5091
image, 51.9013
image, 118.53
points, 18.7304
image, 82.4471
points, 20.2491
image, 45.6936
image, 114.442
points, 17.1301
image, 81.0239
points, 20.9608
image, 49.4497
image, 113.743
points, 13.8597
image, 81.0924
points, 21.8618
image, 43.9196
image, 111.639
points, 13.5374
image, 77.7566
points, 22.1992
image, 49.4959
image, 115.615
points, 15.3654
image, 78.1522
points, 20.2706
image, 47.3487
image, 114.431
points, 14.003
image, 79.1821
points, 20.1304
image, 51.4567
image, 113.213
points, 13.4897
image, 80.1244
points, 21.5158
image, 45.6135
image, 112.762
points, 14.389
image, 80.0989
points, 19.8679
image, 47.1189
image, 118.814
points, 9.7518
image, 70.5285
points, 21.2128
image, 46.3748
image, 113.24
points, 12.9213
image, 78.8944
points, 21.6234
image, 45.4359
image, 113.169
points, 13.2194
image, 77.9495
points, 21.1663
image, 51.2226
image, 113.312
points, 14.2179
image, 80.6952
image, 150.32
points, 48.9793
image, 113.835
points, 11.5147
image, 76.5572
points, 21.0762
image, 46.9842
image, 116.091
points, 15.3279
image, 79.6046
points, 24.5786
image, 42.4666
image, 107.798
points, 13.5424
image, 80.4269
points, 20.9811
image, 45.8207
image, 114.854
points, 15.7597
image, 79.582
points, 20.1716
image, 46.8109
image, 114.758
points, 14.2367
image, 80.1082
points, 20.5097
image, 44.9815
image, 112.891
points, 12.5978
image, 78.2456
points, 21.9107
image, 49.7844
image, 112.114
points, 13.4816
image, 78.9664
points, 20.9823
image, 46.1967
image, 118.674
points, 17.7553
image, 78.7361
points, 22.6567
image, 48.553
image, 110.913
points, 10.0651
image, 76.8073
points, 24.0459
image, 42.1503
image, 109.758
points, 11.3397
image, 76.9784
points, 32.5308
image, 38.9163
image, 102.315
points, 8.60333
image, 73.889
points, 31.1995
image, 36.1223
image, 103.284
points, 10.2711
image, 74.954
points, 22.7358
image, 44.0993
image, 111.45
points, 10.1321
image, 76.4258
points, 23.7012
image, 49.2814
image, 109.932
points, 10.7386
image, 77.2684
points, 23.4199
image, 43.2048
image, 110.623
points, 10.1976
image, 76.2458
points, 23.8709
image, 43.4132
image, 110.318
points, 9.53221
image, 75.6123
points, 24.1339
image, 42.3048
image, 109.558
points, 9.77325
image, 75.5467
points, 24.3306
image, 42.9285
image, 110.495
points, 10.4403
image, 75.6645
points, 24.3995
image, 42.2368
image, 111.18
points, 11.4546
image, 76.6096
points, 23.7334
image, 48.542
image, 113.484
points, 9.34482
image, 73.282
points, 27.6744
image, 39.7975
image, 105.891
points, 10.7672
image, 75.5713
points, 24.9724
image, 47.6081
image, 109.726
points, 10.3135
image, 76.1456
points, 29.9113
image, 38.6777
image, 108.756
points, 3.09634
image, 65.0241
points, 23.7448
image, 47.668
image, 109.896
points, 8.78048
image, 74.5606
points, 26.2539
image, 40.4317
image, 109.424
points, 10.0713
image, 74.1303
points, 30.0143
image, 36.9487
image, 103.776
points, 7.80964
image, 74.9733
image, 140.949
points, 40.8642
image, 108.472
points, 8.70585
image, 74.5969
points, 24.7922
image, 42.5584
image, 109.911
points, 9.18865
image, 74.6226
points, 25.3494
image, 41.4071
image, 107.547
points, 7.9968
image, 75.232
points, 25.3155
image, 40.7588
image, 108.18
points, 6.54626
image, 74.1088
points, 27.7071
image, 38.9187
image, 104.61
points, 8.19039
image, 74.2402
points, 26.7327
image, 42.2022
image, 109.124
points, 5.71537
image, 69.9637
points, 30.545
image, 43.3846
image, 103.572
points, 7.52664
image, 73.324
points, 25.1195
image, 46.7298
image, 111.553
points, 7.62153
image, 71.9709
points, 26.9806
image, 39.9494
image, 108.971
points, 8.92591
image, 76.9846
points, 22.0737
image, 42.1803
image, 114.408
points, 1.67012
image, 61.4605
image, 127.164
points, 38.3563
image, 105.842
points, 7.84779
image, 76.251
image, 140.754
points, 29.0191
image, 98.9206
points, 2.98429
image, 60.2865
image, 126.023
points, 37.2438
image, 107.129
points, 3.63231
image, 67.0383
points, 28.7933
image, 41.7876
image, 109.073
points, 4.71807
image, 67.0261
points, 28.5401
image, 39.6984
image, 107.87
points, 4.19378
image, 60.3762
points, 26.3793
image, 42.4361
image, 107.958
points, 6.24228
image, 71.265
points, 27.6589
image, 40.0655
image, 107.843
points, 1.83201
image, 67.6126
points, 29.7034
image, 36.5584
image, 103.71
points, 5.10764
image, 70.0369
points, 28.4674
image, 38.264
image, 108.647
points, 8.11839
image, 70.9951
points, 28.6312
image, 45.0697
image, 105.637
points, 5.23496
image, 71.044
image, 139.933
points, 28.8625
image, 94.5809
points, 4.69589
image, 70.6625
image, 138.108
points, 32.9866
image, 98.8669
points, 4.70901
image, 69.9201
image, 137.492
points, 37.708
image, 105.033
points, 4.92859
image, 70.5042
points, 29.1352
image, 45.2812
image, 110.74
points, 4.52948
image, 66.0031
points, 30.8299
image, 41.3256
image, 101.026
points, 3.96276
image, 71.3632
points, 28.9738
image, 37.0765
image, 111.421
points, 1.5502
image, 61.3501
image, 132.518
points, 31.6403
image, 100.263
points, 1.59121
image, 63.1855
image, 134.345
points, 36.885
image, 102.461
points, 6.53195
image, 68.6233
image, 135.752
points, 36.4773
image, 107.825
points, 1.6017
image, 64.4925
image, 129.757
points, 35.3425
image, 103.471
points, 4.62914
image, 69.5264
points, 30.5381
image, 36.7973
image, 104.718
points, 4.49872
image, 70.3864
points, 35.4741
image, 31.6358
image, 101.312
points, 4.61984
image, 67.3208
image, 133.557
points, 35.5599
image, 105.801
points, 5.06091
image, 68.645
image, 134.755
points, 35.1496
image, 107.704
points, 3.34764
image, 64.7783
points, 30.3566
image, 42.3465
image, 103.891
points, 3.90029
image, 69.0105
image, 136.522
points, 35.8596
image, 102.913
points, 2.40993
image, 67.6317
image, 134.628
points, 33.9944
image, 102.273
points, 3.48115
image, 68.5554
image, 134.228
points, 34.3695
image, 102.68
points, 2.56062
image, 68.3784
points, 31.8034
image, 34.4794
image, 103.138
points, 3.32952
image, 68.2774
image, 137.508
points, 36.1736
image, 102.568
points, 3.26347
image, 66.6478
points, 33.8521
image, 33.9541
image, 101.324
points, 2.07615
image, 67.4751
points, 33.2742
image, 36.1743
image, 102.658
points, 2.42805
image, 67.1227
image, 140.163
points, 38.3875
image, 102.481
points, 2.27404
image, 61.6944
points, 31.601
image, 36.7916
image, 105.481
points, 3.09992
image, 64.9128
image, 132.063
points, 26.4313
image, 96.4189
points, 1.35875
image, 64.1153
points, 33.5746
image, 32.7992
image, 104.79
points, 4.42195
image, 58.7726
points, 35.2421
image, 33.8831
image, 97.9187
points, 2.92921
image, 63.1311
image, 129.652
points, 32.8875
image, 100.458
points, 2.57683
image, 65.5668
image, 130.926
points, 32.5913
image, 101.534
points, 3.75676
image, 59.2394
image, 126.643
points, 32.7375
image, 101.251
points, 3.7632
image, 60.2624
image, 131.279
points, 37.5209
image, 102.261
points, 5.023
image, 59.128
image, 128.264
points, 34.9414
image, 99.4389
points, 2.08211
image, 70.6382
image, 131.464
points, 32.2111
image, 97.4422
points, 2.68412
image, 64.5387
points, 34.8086
image, 39.089
image, 104.35
points, 6.38342
image, 54.291
points, 37.1413
image, 36.7889
image, 95.9373
points, 3.14212
image, 63.5653
image, 131.284
points, 33.1347
image, 99.1006
points, 3.01647
image, 63.4131
points, 35.1267
image, 38.3792
image, 106.977
points, 6.69432
image, 51.7752
image, 118.754
points, 27.5309
image, 99.2148
points, 4.2789
image, 56.8235
image, 125.142
points, 21.9433
image, 94.0664
points, 6.24657
image, 53.5631
image, 126.62
points, 31.1046
image, 95.8109
points, 4.1039
image, 61.4204
image, 126.252
points, 25.6298
image, 92.1552
points, 6.50954
image, 61.5628
image, 129.95
points, 33.0024
image, 95.9892
points, 6.00719
image, 61.5382
image, 127.718
points, 29.2912
image, 95.5617
points, 5.02372
image, 60.7784
image, 127.228
points, 30.0503
image, 98.0194
points, 4.12917
image, 61.8713
image, 128.728
points, 24.2846
image, 93.6778
points, 6.54531
image, 57.1523
image, 125.286
points, 29.5122
image, 95.4041
points, 5.72157
image, 60.503
image, 131.474
points, 27.39
image, 90.8449
points, 3.79348
image, 61.5377
points, 36.1977
image, 30.7114
image, 97.6398
points, 2.34294
image, 64.1415
image, 130.585
points, 30.4563
image, 97.1053
points, 3.48949
image, 63.0245
image, 131.989
points, 21.7552
image, 86.0407
points, 4.44818
image, 61.7924
image, 128.768
points, 28.8107
image, 98.4786
points, 10.0358
image, 53.7393
points, 38.2948
image, 35.2764
image, 95.3155
points, 4.63152
image, 60.4954
image, 128.479
points, 24.7705
image, 96.3323
points, 5.98574
image, 58.7773
image, 126.302
points, 29.902
image, 93.2636
points, 5.89442
image, 60.1246
image, 129.958
points, 26.8512
image, 91.3815
points, 4.56524
image, 61.595
image, 128.72
points, 23.2947
image, 90.9476
points, 5.48267
image, 58.79
points, 38.2855
image, 28.5277
image, 100.294
points, 8.24142
image, 57.8794
points, 39.2787
image, 25.4951
image, 92.2258
points, 3.83353
image, 60.9925
image, 127.035
points, 28.4274
image, 96.5157
points, 5.37848
image, 61.0282
image, 127.23
points, 26.7398
image, 97.6331
points, 8.46577
image, 54.0977
points, 38.4483
image, 28.5852
image, 98.4046
points, 7.55334
image, 56.8707
image, 122.573
points, 25.8372
image, 92.7167
points, 4.9727
image, 61.9841
image, 128.443
points, 28.4023
image, 99.4196
points, 5.66125
image, 55.6734
image, 122.479
points, 21.2157
image, 89.3657
points, 6.38199
image, 59.6247
image, 125.527
points, 27.1001
image, 97.8153
points, 6.634
image, 55.1453
image, 122.066
points, 27.1378
image, 94.0595
points, 6.18529
image, 60.8437
image, 127.004
points, 27.0936
image, 93.5855
points, 7.19595
image, 59.7942
image, 126.409
points, 26.3994
image, 93.9326
points, 12.1861
image, 53.3223
image, 120.115
points, 19.1109
image, 85.6471
points, 10.0284
image, 57.7354
image, 122.74
points, 24.5972
image, 91.1748
points, 9.21702
image, 58.713
image, 125.097
points, 24.8022
image, 91.5802
points, 8.23331
image, 58.248
image, 125.655
points, 26.4702
image, 94.9264
points, 13.4437
image, 51.3723
points, 40.0317
image, 31.7695
image, 95.0799
points, 8.02708
image, 57.8985
image, 122.512
points, 22.5618
image, 94.7206
points, 6.66332
image, 55.5754
image, 121.922
points, 19.4137
image, 91.4161
points, 9.0282
image, 52.9985
image, 123.132
points, 22.0015
image, 88.6772
points, 9.41062
image, 53.2851
image, 120.172
points, 24.2321
image, 92.2587
points, 12.6593
image, 51.3217
image, 119.18
points, 21.8637
image, 88.9957
points, 9.46331
image, 55.9573
image, 129.49
points, 31.0125
image, 94.5127
points, 11.0955
image, 52.5906
image, 121.099
points, 17.4522
image, 83.9727
points, 10.2119
image, 57.441
points, 39.6509
image, 29.103
image, 91.9838
points, 9.16243
image, 55.6602
image, 123.665
points, 23.4194
image, 90.0202
points, 9.70006
image, 55.789
points, 43.4229
image, 29.0027
image, 90.6863
points, 12.4342
image, 53.869
image, 124.595
points, 21.3988
image, 85.2888
points, 14.9229
image, 50.3881
image, 118.774
points, 17.518
image, 82.6256
points, 13.3278
image, 53.1335
image, 119.821
points, 19.9273
image, 87.2505
points, 11.2104
image, 54.6098
image, 121.483
points, 18.7726
image, 85.284
points, 17.3652
image, 48.7349
image, 121.584
points, 27.2934
image, 88.9773
points, 10.2735
image, 56.3498
image, 128.425
points, 21.2026
image, 82.5243
points, 17.0331
image, 50.0374
image, 121.03
points, 26.1593
image, 88.1858
points, 10.7651
image, 55.6602
image, 122.596
points, 21.0357
image, 89.1206
points, 11.2031
image, 53.2334
image, 126.839
points, 28.5342
image, 91.2781
points, 13.763
image, 49.875
image, 121.335
points, 25.7292
image, 89.2761
points, 13.3538
image, 51.8653
image, 121.622
points, 15.7847
image, 80.0757
points, 10.6094
image, 56.1404
image, 123.815
points, 20.1399
image, 85.2888
points, 18.321
image, 48.7742
image, 118.65
points, 21.3802
image, 84.4512
points, 11.1909
image, 55.2809
image, 126.867
points, 26.2675
image, 89.5183
points, 14.1456
image, 51.5592
image, 123.753
points, 27.7913
image, 90.9216
points, 16.3844
image, 47.8191
image, 117.423
points, 13.0346
image, 76.8228
points, 16.2888
image, 50.3263
image, 117.074
points, 20.9215
image, 86.7577
points, 14.8137
image, 52.9299
image, 122.313
points, 21.425
image, 85.0573
points, 15.9771
image, 50.4918
image, 122.6
points, 25.574
image, 90.8513
points, 9.95708
image, 52.6381
image, 121.05
points, 22.0551
image, 88.0115
points, 14.4336
image, 51.4243
image, 119.531
points, 17.6578
image, 83.0507
points, 13.6902
image, 52.9284
image, 120.49
points, 14.4446
image, 80.6694
points, 13.5095
image, 52.9656
image, 123.009
points, 21.2982
image, 84.9071
points, 19.7978
image, 46.5593
image, 116.949
points, 24.5075
image, 87.8928
points, 12.7676
image, 53.4585
image, 120.673
points, 10.3059
image, 77.1751
points, 15.2194
image, 50.9064
image, 123.554
points, 24.7376
image, 86.8649
points, 20.7157
image, 44.2648
image, 110.664
points, 19.4674
image, 90.0788
points, 14.7371
image, 47.7855
image, 118.25
points, 16.1328
image, 80.3511
points, 25.1038
image, 40.4916
image, 107.414
points, 19.212
image, 86.369
points, 14.7603
image, 51.8789
image, 117.827
points, 12.2106
image, 81.2948
points, 16.4948
image, 47.8375
image, 119.742
points, 15.5277
image, 78.9864
points, 20.4475
image, 44.1439
image, 111.204
points, 14.3821
image, 82.3438
points, 21.6048
image, 43.4756
image, 109.753
points, 11.6675
image, 84.9292
points, 12.542
image, 47.0312
image, 115.91
points, 13.556
image, 78.5663
points, 22.0423
image, 44.6947
image, 111.282
points, 17.4289
image, 84.9841
points, 17.6926
image, 48.2917
image, 115.18
points, 17.7989
image, 84.301
points, 15.9142
image, 56.6447
image, 122.467
points, 15.2287
image, 77.0743
points, 16.1297
image, 49.7882
image, 122.176
points, 20.2711
image, 86.092
points, 17.4129
image, 45.7876
image, 115.984
points, 16.896
image, 80.0612
points, 15.6608
image, 51.163
image, 120.384
points, 18.7325
image, 82.5255
points, 25.0692
image, 41.6594
image, 114.194
points, 23.5674
image, 84.5146
points, 24.4436
image, 41.9884
image, 108.284
points, 17.374
image, 87.466
points, 19.0306
image, 46.0896
image, 111.751
points, 12.9011
image, 82.5939
points, 19.2986
image, 46.8137
image, 110.849
points, 14.8547
image, 84.9633
points, 15.6276
image, 46.5095
image, 115.147
points, 17.5159
image, 82.433
points, 17.6649
image, 48.7409
image, 116.879
points, 8.48007
image, 79.0043
points, 14.6286
image, 48.5921
image, 119.832
points, 16.6366
image, 78.9468
points, 21.713
image, 43.448
image, 111.308
points, 12.404
image, 83.3657
points, 15.3329
image, 45.6116
image, 111.894
points, 15.156
image, 82.1519
points, 17.3149
image, 49.3283
image, 116.76
points, 13.7866
image, 80.7312
points, 18.3549
image, 46.679
image, 113.989
points, 15.3518
image, 86.1368
points, 13.5772
image, 48.2166
image, 115.34
points, 14.3611
image, 81.1262
points, 19.3429
image, 47.2653
image, 114.698
points, 15.069
image, 81.7361
points, 18.4855
image, 47.163
image, 114.668
points, 14.1487
image, 81.054
points, 21.5414
image, 44.2441
image, 111.714
points, 14.6124
image, 84.6586
points, 15.1794
image, 48.404
image, 115.849
points, 16.2432
image, 81.274
points, 18.332
image, 48.5442
image, 115.403
points, 14.2829
image, 81.059
points, 18.8181
image, 47.457
image, 115.057
points, 14.4031
image, 80.2116
points, 19.5763
image, 47.4885
image, 114.745
points, 14.8437
image, 81.4593
points, 18.1613
image, 48.4226
image, 115.564
points, 15.1374
image, 81.594
points, 19.0606
image, 47.6556
image, 114.625
points, 14.8468
image, 80.8485
points, 19.6493
image, 46.6623
image, 116.346
points, 16.7408
image, 81.8589
points, 20.3698
image, 45.0029
